Code,Name,Geographic Level,City Class,Income Classification,Urban / Rural(based on 2015 POPCEN),POPULATION(2015 POPCEN),Notes,Capital,Old Name
10000000,REGION I (ILOCOS REGION),Reg,,,,"5,026,128",,,
12800000,ILOCOS NORTE,Prov,,1st,,"593,081",,,
12801000,ADAMS,Mun,,5th,,"1,792",,,
12801001,Adams (Pob.),Bgy,,,R,"1,792",,,
12802000,BACARRA,Mun,,3rd,,"32,215",,,
12802001,Bani,Bgy,,,R,853,,,
12802002,Buyon,Bgy,,,R,"1,596",,,
12802003,Cabaruan,Bgy,,,R,"1,413",,,
12802004,Cabulalaan,Bgy,,,R,733,,,
12802005,Cabusligan,Bgy,,,R,"1,038",,,
12802006,Cadaratan,Bgy,,,R,"1,192",,,
12802007,Calioet-Libong,Bgy,,,R,823,,,
12802008,Casilian,Bgy,,,R,992,,,
12802009,Corocor,Bgy,,,R,814,,,
12802011,Duripes,Bgy,,,R,"1,010",,,
12802012,Ganagan,Bgy,,,R,699,,,
12802013,Libtong,Bgy,,,R,"1,587",,,
12802014,Macupit,Bgy,,,R,625,,,
12802015,Nambaran,Bgy,,,R,982,,,
12802016,Natba,Bgy,,,R,530,,,
12802017,Paninaan,Bgy,,,R,440,,,
12802018,Pasiocan,Bgy,,,R,"1,162",,,
12802019,Pasngal,Bgy,,,R,760,,,
12802020,Pipias,Bgy,,,R,"1,049",,,
12802021,Pulangi,Bgy,,,R,"1,082",,,
12802022,Pungto,Bgy,,,R,571,,,
12802024,San Agustin I (Pob.),Bgy,,,R,546,,,
12802025,San Agustin II (Pob.),Bgy,,,R,274,,,
12802027,San Andres I (Pob.),Bgy,,,R,782,,,
12802028,San Andres II (Pob.),Bgy,,,R,694,,,
12802030,San Gabriel I (Pob.),Bgy,,,R,269,,,
12802031,San Gabriel II (Pob.),Bgy,,,R,390,,,
12802033,San Pedro I (Pob.),Bgy,,,R,385,,,
12802034,San Pedro II (Pob.),Bgy,,,R,597,,,
12802036,San Roque I (Pob.),Bgy,,,R,524,,,
12802037,San Roque II (Pob.),Bgy,,,R,352,,,
12802039,San Simon I (Pob.),Bgy,,,R,626,,,
12802040,San Simon II (Pob.),Bgy,,,R,333,,,
12802041,San Vicente (Pob.),Bgy,,,R,649,,,
12802042,Sangil,Bgy,,,R,"1,031",,,
12802044,Santa Filomena I (Pob.),Bgy,,,R,264,,,
12802045,Santa Filomena II (Pob.),Bgy,,,R,342,,,
12802046,Santa Rita (Pob.),Bgy,,,R,"1,104",,,
12802047,Santo Cristo I (Pob.),Bgy,,,R,409,,,
12802048,Santo Cristo II (Pob.),Bgy,,,R,420,,,
12802050,Tambidao,Bgy,,,R,775,,,
12802051,Teppang,Bgy,,,R,643,,,
12802052,Tubburan,Bgy,,,R,855,,,
12803000,BADOC,Mun,,3rd,,"31,616",,,
12803001,Alay-Nangbabaan (Alay 15-B),Bgy,,,R,"1,079",,,
12803002,Alogoog,Bgy,,,R,936,,,
12803003,Ar-arusip,Bgy,,,R,799,,,
12803004,Aring,Bgy,,,R,"1,351",,,
12803005,Balbaldez,Bgy,,,R,320,,,
12803006,Bato,Bgy,,,R,979,,,
12803007,Camanga,Bgy,,,R,"1,126",,,
12803008,Canaan (Pob.),Bgy,,,R,573,,,
12803009,Caraitan,Bgy,,,R,"1,370",,,
12803011,Gabut Norte,Bgy,,,R,"1,536",,,
12803012,Gabut Sur,Bgy,,,R,"1,011",,,
12803013,Garreta (Pob.),Bgy,,,R,"1,376",,,
12803016,Labut,Bgy,,,R,765,,,
12803017,Lacuben,Bgy,,,R,"1,422",,,
12803018,Lubigan,Bgy,,,R,"1,260",,,
12803020,Mabusag Norte,Bgy,,,R,"1,130",,,
12803021,Mabusag Sur,Bgy,,,R,"1,133",,,
12803022,Madupayas,Bgy,,,R,861,,,
12803023,Morong,Bgy,,,R,854,,,
12803025,Nagrebcan,Bgy,,,R,525,,,
12803026,Napu,Bgy,,,R,"1,488",,,
12803027,La Virgen Milagrosa (Paguetpet),Bgy,,,R,"1,080",,,
12803028,Pagsanahan Norte,Bgy,,,R,"1,180",,,
12803029,Pagsanahan Sur,Bgy,,,R,"1,337",,,
12803030,Paltit,Bgy,,,R,"1,617",,,
12803031,Parang,Bgy,,,R,427,,,
12803032,Pasuc,Bgy,,,R,428,,,
12803034,Santa Cruz Norte,Bgy,,,R,958,,,
12803035,Santa Cruz Sur,Bgy,,,R,689,,,
12803036,Saud,Bgy,,,R,"1,244",,,
12803037,Turod,Bgy,,,R,762,,,
12804000,BANGUI,Mun,,4th,,"14,672",,,
12804001,Abaca,Bgy,,,U,"1,729",,,
12804002,Bacsil,Bgy,,,R,725,,,
12804003,Banban,Bgy,,,R,740,,,
12804004,Baruyen,Bgy,,,R,"1,541",,,
12804005,Dadaor,Bgy,,,R,426,,,
12804006,Lanao,Bgy,,,R,"1,958",,,
12804007,Malasin,Bgy,,,R,"1,000",,,
12804008,Manayon,Bgy,,,R,"1,092",,,
12804009,Masikil,Bgy,,,R,629,,,
12804010,Nagbalagan,Bgy,,,R,701,,,
12804011,Payac,Bgy,,,R,758,,,
12804012,San Lorenzo (Pob.),Bgy,,,R,"2,176",,,
12804014,Taguiporo,Bgy,,,R,547,,,
12804015,Utol,Bgy,,,R,650,,,
12805000,CITY OF BATAC,City,CC,5th,,"55,201",,,
12805001,Aglipay (Pob.),Bgy,,,R,"1,412",,,
12805002,Baay,Bgy,,,R,"3,075",,,
12805003,Baligat,Bgy,,,R,"1,907",,,
12805004,Bungon,Bgy,,,R,"1,520",,,
12805005,Baoa East,Bgy,,,R,756,,,
12805006,Baoa West,Bgy,,,R,"1,218",,,
12805007,Barani (Pob.),Bgy,,,R,659,,,
12805009,Ben-agan (Pob.),Bgy,,,R,659,,,
12805010,Bil-loca,Bgy,,,R,"2,866",,,
12805011,Biningan,Bgy,,,R,445,,,
12805012,Callaguip (Pob.),Bgy,,,U,900,,,
12805013,Camandingan,Bgy,,,R,"1,499",,,
12805014,Camguidan,Bgy,,,R,535,,,
12805015,Cangrunaan (Pob.),Bgy,,,R,961,,,
12805016,Capacuan,Bgy,,,R,753,,,
12805017,Caunayan (Pob.),Bgy,,,U,"1,175",,,
12805018,Valdez Pob. (Caoayan),Bgy,,,U,945,,,
12805019,Colo,Bgy,,,R,"1,360",,,
12805020,Pimentel (Cubol),Bgy,,,R,"1,232",,,
12805021,Dariwdiw,Bgy,,,R,"1,883",,,
12805022,Acosta Pob. (Iloilo),Bgy,,,U,"1,205",,,
12805023,Ablan Pob. (Labucao),Bgy,,,U,647,,,
12805024,Lacub (Pob.),Bgy,,,R,502,,,
12805025,Mabaleng,Bgy,,,R,"1,158",,,
12805026,Magnuang,Bgy,,,U,"2,145",,,
12805027,Maipalig,Bgy,,,R,566,,,
12805028,Nagbacalan,Bgy,,,R,"1,109",,,
12805029,Naguirangan,Bgy,,,R,"1,276",,,
12805030,Ricarte Pob. (Nalasin),Bgy,,,U,818,,,
12805031,Palongpong,Bgy,,,R,"1,729",,,
12805032,Palpalicong (Pob.),Bgy,,,R,827,,,
12805033,Parangopong,Bgy,,,R,"1,292",,,
12805034,Payao,Bgy,,,R,"1,384",,,
12805035,Quiling Norte,Bgy,,,R,"1,330",,,
12805036,Quiling Sur,Bgy,,,R,"2,838",,,
12805037,Quiom,Bgy,,,R,970,,,
12805038,Rayuray,Bgy,,,R,995,,,
12805039,San Julian (Pob.),Bgy,,,R,543,,,
12805040,San Mateo,Bgy,,,R,"1,111",,,
12805041,San Pedro,Bgy,,,R,"1,038",,,
12805042,Suabit (Pob.),Bgy,,,U,"1,228",,,
12805043,Sumader,Bgy,,,R,"1,349",,,
12805044,Tabug,Bgy,,,U,"3,381",,,
12806000,BURGOS,Mun,,5th,,"9,777",,,
12806001,Ablan Sarat,Bgy,,,R,"1,498",,,
12806002,Agaga,Bgy,,,R,484,,,
12806005,Bayog,Bgy,,,R,721,,,
12806006,Bobon,Bgy,,,R,"1,371",,,
12806007,Buduan (Malituek),Bgy,,,R,781,,,
12806008,Nagsurot,Bgy,,,R,768,,,
12806009,Paayas,Bgy,,,U,711,,,
12806010,Pagali,Bgy,,,R,655,,,
12806011,Poblacion,Bgy,,,R,"1,531",,,
12806013,Saoit,Bgy,,,R,648,,,
12806014,Tanap,Bgy,,,R,609,,,
12807000,CARASI,Mun,,5th,,"1,567",,,
12807001,Angset,Bgy,,,R,171,,,
12807003,Barbaqueso (Pob.),Bgy,,,R,783,,,
12807004,Virbira,Bgy,,,R,613,,,
12808000,CURRIMAO,Mun,,4th,,"12,184",,,
12808001,Anggapang Norte,Bgy,,,R,279,,,
12808002,Anggapang Sur,Bgy,,,R,156,,,
12808003,Bimmanga,Bgy,,,R,411,,,
12808004,Cabuusan,Bgy,,,R,354,,,
12808005,Comcomloong,Bgy,,,R,129,,,
12808006,Gaang,Bgy,,,R,"1,238",,,
12808007,Lang-ayan-Baramban,Bgy,,,R,574,,,
12808008,Lioes,Bgy,,,R,477,,,
12808009,Maglaoi Centro,Bgy,,,R,239,,,
12808010,Maglaoi Norte,Bgy,,,R,671,,,
12808011,Maglaoi Sur,Bgy,,,R,541,,,
12808013,Paguludan-Salindeg,Bgy,,,R,319,,,
12808014,Pangil,Bgy,,,R,601,,,
12808015,Pias Norte,Bgy,,,R,887,,,
12808016,Pias Sur,Bgy,,,R,723,,,
12808017,Poblacion I,Bgy,,,R,744,,,
12808018,Poblacion II,Bgy,,,R,611,,,
12808019,Salugan,Bgy,,,R,471,,,
12808020,San Simeon,Bgy,,,R,300,,,
12808021,Santa Cruz,Bgy,,,R,293,,,
12808022,Tapao-Tigue,Bgy,,,R,791,,,
12808023,Torre,Bgy,,,R,429,,,
12808024,Victoria,Bgy,,,R,946,,,
12809000,DINGRAS,Mun,,2nd,,"38,562",,,
12809001,Albano (Pob.),Bgy,,,U,823,,,
12809002,Bacsil,Bgy,,,R,837,,,
12809003,Bagut,Bgy,,,R,972,,,
12809004,Parado (Bangay),Bgy,,,R,"1,524",,,
12809005,Baresbes,Bgy,,,R,"1,998",,,
12809006,Barong,Bgy,,,R,"2,374",,,
12809007,Bungcag,Bgy,,,R,538,,,
12809009,Cali,Bgy,,,R,"1,319",,,
12809010,Capasan,Bgy,,,R,697,,,
12809011,Dancel (Pob.),Bgy,,,R,570,,,
12809012,Foz,Bgy,,,R,874,,,
12809013,Guerrero (Pob.),Bgy,,,R,"1,492",,,
12809014,Lanas,Bgy,,,R,905,,,
12809015,Lumbad,Bgy,,,R,"1,023",,,
12809016,Madamba (Pob.),Bgy,,,U,"1,984",,,
12809017,Mandaloque,Bgy,,,R,664,,,
12809018,Medina,Bgy,,,R,"1,290",,,
12809019,Ver (Naglayaan),Bgy,,,R,"1,175",,,
12809020,San Marcelino (Padong),Bgy,,,R,"3,710",,,
12809021,Puruganan (Pob.),Bgy,,,R,880,,,
12809022,Peralta (Pob.),Bgy,,,R,"1,331",,,
12809023,Root (Baldias),Bgy,,,R,828,,,
12809024,Sagpatan,Bgy,,,R,822,,,
12809025,Saludares,Bgy,,,R,"1,469",,,
12809026,San Esteban,Bgy,,,R,828,,,
12809027,Espiritu,Bgy,,,R,975,,,
12809028,Sulquiano (Sidiran),Bgy,,,R,"1,458",,,
12809029,San Francisco (Surrate),Bgy,,,R,"2,154",,,
12809030,Suyo,Bgy,,,U,"1,400",,,
12809031,San Marcos,Bgy,,,R,649,,,
12809032,Elizabeth,Bgy,,,R,999,,,
12810000,DUMALNEG,Mun,,5th,,"2,947",,,
12810001,Cabaritan (Dumalneg),Bgy,,,R,"1,964",,,
12810002,San Isidro,Bgy,,,R,983,,,
12810003,Kalaw (Dumalneg),Bgy,,,,-,,,
12810004,Quibel (Dumalneg),Bgy,,,,-,,,
12811000,BANNA (ESPIRITU),Mun,,4th,,"19,438",,,
12811001,Balioeg,Bgy,,,R,877,,,
12811002,Bangsar,Bgy,,,R,901,,,
12811003,Barbarangay,Bgy,,,R,782,,,
12811004,Bomitog,Bgy,,,R,"1,314",,,
12811005,Bugasi,Bgy,,,R,938,,,
12811006,Caestebanan,Bgy,,,R,"1,063",,,
12811008,Caribquib,Bgy,,,R,980,,,
12811009,Catagtaguen,Bgy,,,R,"1,270",,,
12811011,Crispina,Bgy,,,R,984,,,
12811012,Hilario (Pob.),Bgy,,,R,993,,,
12811013,Imelda,Bgy,,,R,610,,,
12811014,Lorenzo (Pob.),Bgy,,,R,794,,,
12811015,Macayepyep,Bgy,,,R,"1,180",,,
12811016,Marcos (Pob.),Bgy,,,R,975,,,
12811017,Nagpatayan,Bgy,,,R,912,,,
12811018,Valdez,Bgy,,,R,969,,,
12811019,Sinamar,Bgy,,,R,"1,198",,,
12811020,Tabtabagan,Bgy,,,R,"1,149",,,
12811021,Valenciano (Pob.),Bgy,,,R,725,,,
12811022,Binacag,Bgy,,,R,824,,,
12812000,CITY OF LAOAG,City,CC,3rd,,"111,125",,Yes,
12812001,"Bgy. No. 42, Apaya",Bgy,,,R,916,,,
12812002,"Bgy. No. 36, Araniw",Bgy,,,R,873,,,
12812003,"Bgy. No. 56-A, Bacsil North",Bgy,,,R,951,,,
12812004,"Bgy. No. 56-B, Bacsil South",Bgy,,,R,"1,349",,,
12812005,"Bgy. No. 41, Balacad",Bgy,,,R,"1,422",,,
12812006,"Bgy. No. 40, Balatong",Bgy,,,R,"2,659",,,
12812007,"Bgy. No. 55-A, Barit-Pandan",Bgy,,,U,"2,233",,,
12812008,"Bgy. No. 47, Bengcag",Bgy,,,U,"1,874",,,
12812009,"Bgy. No. 50, Buttong",Bgy,,,U,"3,044",,,
12812010,"Bgy. No. 60-A, Caaoacan",Bgy,,,R,"1,430",,,
12812011,"Bry. No. 48-A, Cabungaan North",Bgy,,,R,"1,788",,,
12812012,"Bgy. No. 48-B, Cabungaan South",Bgy,,,R,"1,239",,,
12812013,"Bgy. No. 37, Calayab",Bgy,,,U,"2,081",,,
12812014,"Bgy. No. 54-B, Camangaan",Bgy,,,R,"1,005",,,
12812015,"Bgy. No. 58, Casili",Bgy,,,R,964,,,
12812016,"Bgy. No. 61, Cataban",Bgy,,,R,766,,,
12812017,"Bgy. No. 43, Cavit",Bgy,,,R,"1,086",,,
12812019,"Bgy. No. 49-A, Darayday",Bgy,,,R,976,,,
12812020,"Bgy. No. 59-B, Dibua North",Bgy,,,R,865,,,
12812021,"Bgy. No. 59-A, Dibua South",Bgy,,,R,"1,100",,,
12812022,"Bgy. No. 34-B, Gabu Norte East",Bgy,,,R,"1,230",,,
12812023,"Bgy. No. 34-A, Gabu Norte West",Bgy,,,R,777,,,
12812024,"Bgy. No. 35, Gabu Sur",Bgy,,,R,"1,778",,,
12812026,Bgy. No. 32-C La Paz East,Bgy,,,R,"1,693",,,
12812027,"Bgy. No. 33-B, La Paz Proper",Bgy,,,R,"1,052",,,
12812028,"Bgy. No. 32-B, La Paz West",Bgy,,,R,"1,065",,,
12812029,"Bgy. No. 54-A, Lagui-Sail",Bgy,,,R,"2,372",,,
12812030,"Bgy. No. 32-A, La Paz East",Bgy,,,R,"1,433",,,
12812031,"Bgy. No. 33-A, La Paz Proper",Bgy,,,R,"1,113",,,
12812032,"Bgy. No. 52-B, Lataag",Bgy,,,R,876,,,
12812033,"Bgy. No. 60-B, Madiladig",Bgy,,,R,"1,469",,,
12812034,"Bgy. No. 38-A, Mangato East",Bgy,,,R,"1,040",,,
12812035,"Bgy. No. 38-B, Mangato West",Bgy,,,R,"1,188",,,
12812036,"Bgy. No. 62-A, Navotas North",Bgy,,,R,796,,,
12812037,"Bgy. No. 62-B, Navotas South",Bgy,,,R,912,,,
12812038,"Bgy. No. 46, Nalbo",Bgy,,,R,"2,401",,,
12812039,"Bgy. No. 51-A, Nangalisan East",Bgy,,,U,"1,510",,,
12812040,"Bgy. No. 51-B, Nangalisan West",Bgy,,,U,814,,,
12812041,"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",Bgy,,,R,"1,054",,,
12812042,"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",Bgy,,,U,"1,131",,,
12812043,"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",Bgy,,,R,968,,,
12812044,"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",Bgy,,,U,"1,618",,,
12812045,"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",Bgy,,,U,"1,443",,,
12812046,"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",Bgy,,,U,"1,189",,,
12812047,"Bgy. No. 57, Pila",Bgy,,,R,"1,866",,,
12812048,"Bgy. No. 49-B, Raraburan",Bgy,,,R,"1,658",,,
12812049,"Bgy. No. 53, Rioeng",Bgy,,,U,"1,616",,,
12812050,"Bgy. No. 55-B, Salet-Bulangon",Bgy,,,U,"2,521",,,
12812053,"Bgy. No. 6, San Agustin (Pob.)",Bgy,,,R,"1,371",,,
12812054,"Bgy. No. 22, San Andres (Pob.)",Bgy,,,U,"1,065",,,
12812055,"Bgy. No. 28, San Bernardo (Pob.)",Bgy,,,R,"1,758",,,
12812056,"Bgy. No. 17, San Francisco (Pob.)",Bgy,,,U,708,,,
12812057,"Bgy. No. 4, San Guillermo (Pob.)",Bgy,,,U,"1,256",,,
12812058,"Bgy. No. 15, San Guillermo (Pob.)",Bgy,,,U,"1,098",,,
12812059,"Bgy. No. 12, San Isidro (Pob.)",Bgy,,,U,"1,607",,,
12812060,"Bgy. No. 16, San Jacinto (Pob.)",Bgy,,,U,"1,060",,,
12812061,"Bgy. No. 10, San Jose (Pob.)",Bgy,,,U,"1,005",,,
12812062,"Bgy. No. 1, San Lorenzo (Pob.)",Bgy,,,U,"4,733",,,
12812063,"Bgy. No. 26, San Marcelino (Pob.)",Bgy,,,R,963,,,
12812064,"Bgy. No. 52-A, San Mateo",Bgy,,,R,629,,,
12812065,"Bgy. No. 23, San Matias (Pob.)",Bgy,,,R,"2,857",,,
12812066,"Bgy. No. 20, San Miguel (Pob.)",Bgy,,,U,"1,029",,,
12812067,"Bgy. No. 21, San Pedro (Pob.)",Bgy,,,R,"1,349",,,
12812068,"Bgy. No. 5, San Pedro (Pob.)",Bgy,,,U,"1,723",,,
12812069,"Bry. No. 18, San Quirino (Pob.)",Bgy,,,R,723,,,
12812070,"Bgy. No. 8, San Vicente (Pob.)",Bgy,,,U,"1,042",,,
12812071,"Bgy. No. 9, Santa Angela (Pob.)",Bgy,,,U,802,,,
12812072,"Bgy. No. 11, Santa Balbina (Pob.)",Bgy,,,U,"1,365",,,
12812073,"Bgy. No. 25, Santa Cayetana (Pob.)",Bgy,,,R,"1,201",,,
12812074,"Bgy. No. 2, Santa Joaquina (Pob.)",Bgy,,,U,"2,568",,,
12812075,"Bgy. No. 19, Santa Marcela (Pob.)",Bgy,,,U,"1,144",,,
12812076,"Bgy. No. 30-B, Santa Maria",Bgy,,,R,"1,516",,,
12812077,"Bgy. No. 39, Santa Rosa",Bgy,,,R,789,,,
12812078,"Bgy. No. 14, Santo Tomas (Pob.)",Bgy,,,U,"1,147",,,
12812079,"Bgy. No. 29, Santo Tomas (Pob.)",Bgy,,,R,"1,330",,,
12812080,"Bgy. No. 30-A, Suyo",Bgy,,,U,762,,,
12812081,"Bgy. No. 31, Talingaan",Bgy,,,R,"1,616",,,
12812082,"Bgy. No. 45, Tangid",Bgy,,,R,997,,,
12812083,"Bgy. No. 55-C, Vira",Bgy,,,R,"1,377",,,
12812084,"Bgy. No. 44, Zamboanga",Bgy,,,R,"1,331",,,
12813000,MARCOS,Mun,,4th,,"17,777",,,
12813001,Pacifico (Agunit),Bgy,,,R,"1,755",,,
12813003,Imelda (Capariaan),Bgy,,,R,865,,,
12813004,Elizabeth (Culao),Bgy,,,R,"1,288",,,
12813005,Daquioag,Bgy,,,R,"1,726",,,
12813006,Escoda,Bgy,,,R,"2,068",,,
12813007,Ferdinand,Bgy,,,U,945,,,
12813008,Fortuna,Bgy,,,R,"1,127",,,
12813009,Lydia (Pob.),Bgy,,,R,"2,270",,,
12813010,Mabuti,Bgy,,,R,"1,122",,,
12813011,Valdez (Biding),Bgy,,,R,"1,096",,,
12813012,Tabucbuc (Ragas),Bgy,,,R,"1,716",,,
12813013,Santiago,Bgy,,,R,"1,410",,,
12813014,Cacafean,Bgy,,,R,389,,,
12814000,NUEVA ERA,Mun,,3rd,,"9,506",,,
12814001,Acnam,Bgy,,,R,609,,,
12814002,Barangobong,Bgy,,,R,370,,,
12814003,Barikir,Bgy,,,R,527,,,
12814004,Bugayong,Bgy,,,R,723,,,
12814005,Cabittauran,Bgy,,,R,"1,000",,,
12814006,Caray,Bgy,,,R,763,,,
12814007,Garnaden,Bgy,,,R,616,,,
12814008,Naguillan (Pagpag-ong),Bgy,,,R,888,,,
12814009,Poblacion,Bgy,,,R,"2,196",,,
12814010,Santo Niño,Bgy,,,R,962,,,
12814011,Uguis,Bgy,,,R,852,,,
12815000,PAGUDPUD,Mun,,4th,,"23,770",,,
12815001,Aggasi,Bgy,,,R,667,,,
12815003,Baduang,Bgy,,,R,"1,103",,,
12815004,Balaoi,Bgy,,,U,"1,934",,,
12815005,Burayoc,Bgy,,,R,"1,509",,,
12815006,Caunayan,Bgy,,,R,"1,382",,,
12815007,Dampig,Bgy,,,R,"1,015",,,
12815008,Ligaya,Bgy,,,R,997,,,
12815010,Pancian,Bgy,,,R,"2,205",,,
12815011,Pasaleng,Bgy,,,R,"1,727",,,
12815012,Poblacion 1,Bgy,,,R,"2,536",,,
12815013,Poblacion 2,Bgy,,,R,"2,942",,,
12815014,Saguigui,Bgy,,,R,872,,,
12815015,Saud,Bgy,,,R,"1,551",,,
12815016,Subec,Bgy,,,R,"1,557",,,
12815017,Tarrag,Bgy,,,R,934,,,
12815018,Caparispisan,Bgy,,,R,839,,,
12816000,PAOAY,Mun,,4th,,"24,866",,,
12816001,Bacsil,Bgy,,,R,665,,,
12816002,Cabagoan,Bgy,,,R,547,,,
12816003,Cabangaran,Bgy,,,R,407,,,
12816004,Callaguip,Bgy,,,R,"1,970",,,
12816005,Cayubog,Bgy,,,R,508,,,
12816006,Dolores,Bgy,,,U,514,,,
12816007,Laoa,Bgy,,,R,344,,,
12816008,Masintoc,Bgy,,,R,631,,,
12816009,Monte,Bgy,,,R,693,,,
12816010,Mumulaan,Bgy,,,R,768,,,
12816011,Nagbacalan,Bgy,,,R,"3,008",,,
12816012,Nalasin,Bgy,,,R,"1,286",,,
12816013,Nanguyudan,Bgy,,,R,669,,,
12816014,Oaig-Upay-Abulao,Bgy,,,R,641,,,
12816015,Pambaran,Bgy,,,R,237,,,
12816016,Pannaratan (Pob.),Bgy,,,R,236,,,
12816017,Paratong,Bgy,,,R,"1,118",,,
12816018,Pasil,Bgy,,,R,"1,031",,,
12816019,Salbang (Pob.),Bgy,,,U,689,,,
12816020,San Agustin,Bgy,,,R,"1,008",,,
12816021,San Blas (Pob.),Bgy,,,R,249,,,
12816022,San Juan,Bgy,,,R,267,,,
12816025,San Pedro,Bgy,,,U,647,,,
12816028,San Roque (Pob.),Bgy,,,R,"1,195",,,
12816029,Sangladan Pob. (Nalbuan),Bgy,,,R,427,,,
12816030,Santa Rita (Pob.),Bgy,,,R,706,,,
12816031,Sideg,Bgy,,,R,459,,,
12816032,Suba,Bgy,,,R,"1,579",,,
12816033,Sungadan,Bgy,,,R,"1,309",,,
12816034,Surgui,Bgy,,,R,794,,,
12816035,Veronica,Bgy,,,R,264,,,
12817000,PASUQUIN,Mun,,3rd,,"28,980",,,
12817001,Batuli,Bgy,,,R,376,,,
12817002,Binsang,Bgy,,,R,862,,,
12817003,Nalvo (Cababaan-Nalvo),Bgy,,,R,522,,,
12817004,Caruan,Bgy,,,R,"1,275",,,
12817005,Carusikis,Bgy,,,R,776,,,
12817006,Carusipan,Bgy,,,R,480,,,
12817007,Dadaeman,Bgy,,,R,340,,,
12817008,Darupidip,Bgy,,,R,306,,,
12817009,Davila,Bgy,,,R,"4,123",,,
12817010,Dilanis,Bgy,,,R,402,,,
12817011,Dilavo,Bgy,,,R,574,,,
12817012,Estancia,Bgy,,,R,"1,024",,,
12817014,Naglicuan,Bgy,,,R,"1,642",,,
12817015,Nagsanga,Bgy,,,R,"1,293",,,
12817016,Ngabangab,Bgy,,,R,726,,,
12817017,Pangil,Bgy,,,R,430,,,
12817018,Poblacion 1,Bgy,,,R,"1,175",,,
12817019,Poblacion 2,Bgy,,,R,"1,919",,,
12817020,Poblacion 3,Bgy,,,R,"1,035",,,
12817021,Poblacion 4,Bgy,,,R,"1,412",,,
12817022,Pragata (Pragata-Bungro),Bgy,,,R,520,,,
12817023,Puyupuyan,Bgy,,,R,798,,,
12817024,Sulongan,Bgy,,,R,442,,,
12817025,Salpad,Bgy,,,R,586,,,
12817026,San Juan,Bgy,,,R,"1,475",,,
12817027,Santa Catalina,Bgy,,,R,917,,,
12817028,Santa Matilde,Bgy,,,R,406,,,
12817029,Sapat,Bgy,,,R,62,,,
12817030,Sulbec,Bgy,,,R,816,,,
12817031,Surong,Bgy,,,R,334,,,
12817032,Susugaen,Bgy,,,R,"1,364",,,
12817033,Tabungao,Bgy,,,R,215,,,
12817034,Tadao,Bgy,,,R,353,,,
12818000,PIDDIG,Mun,,3rd,,"21,497",,,
12818001,Ab-abut,Bgy,,,R,412,,,
12818002,Abucay,Bgy,,,R,"1,531",,,
12818003,Anao (Pob.),Bgy,,,R,"1,233",,,
12818004,Arua-ay,Bgy,,,R,381,,,
12818005,Bimmanga,Bgy,,,R,297,,,
12818006,Boyboy,Bgy,,,R,"1,549",,,
12818007,Cabaroan (Pob.),Bgy,,,R,958,,,
12818008,Calambeg,Bgy,,,R,"1,288",,,
12818009,Callusa,Bgy,,,R,651,,,
12818010,Dupitac,Bgy,,,R,712,,,
12818011,Estancia,Bgy,,,R,"1,810",,,
12818012,Gayamat,Bgy,,,R,597,,,
12818013,Lagandit,Bgy,,,R,628,,,
12818014,Libnaoan,Bgy,,,R,616,,,
12818015,Loing (Pob.),Bgy,,,R,"1,555",,,
12818016,Maab-abaca,Bgy,,,R,454,,,
12818017,Mangitayag,Bgy,,,R,611,,,
12818018,Maruaya,Bgy,,,R,894,,,
12818019,San Antonio,Bgy,,,R,700,,,
12818020,Santa Maria,Bgy,,,R,"1,491",,,
12818021,Sucsuquen,Bgy,,,R,681,,,
12818022,Tangaoan,Bgy,,,R,"1,024",,,
12818023,Tonoton,Bgy,,,R,"1,424",,,
12819000,PINILI,Mun,,3rd,,"17,300",,,
12819001,Aglipay,Bgy,,,U,607,,,
12819002,Apatut-Lubong,Bgy,,,R,394,,,
12819003,Badio,Bgy,,,R,"1,355",,,
12819004,Barbar,Bgy,,,R,622,,,
12819005,Buanga,Bgy,,,R,421,,,
12819006,Bulbulala,Bgy,,,R,504,,,
12819007,Bungro,Bgy,,,R,380,,,
12819008,Cabaroan,Bgy,,,R,467,,,
12819009,Capangdanan,Bgy,,,R,755,,,
12819010,Dalayap,Bgy,,,U,668,,,
12819011,Darat,Bgy,,,U,"1,091",,,
12819012,Gulpeng,Bgy,,,R,380,,,
12819013,Liliputen,Bgy,,,R,479,,,
12819014,Lumbaan-Bicbica,Bgy,,,R,726,,,
12819015,Nagtrigoan,Bgy,,,R,698,,,
12819016,Pagdilao (Pob.),Bgy,,,U,"1,236",,,
12819017,Pugaoan,Bgy,,,R,559,,,
12819018,Puritac,Bgy,,,R,562,,,
12819019,Sacritan,Bgy,,,R,"1,184",,,
12819020,Salanap,Bgy,,,R,478,,,
12819021,Santo Tomas,Bgy,,,R,721,,,
12819022,Tartarabang,Bgy,,,R,"1,098",,,
12819023,Puzol,Bgy,,,R,257,,,
12819024,Upon,Bgy,,,R,577,,,
12819025,Valbuena (Pob.),Bgy,,,U,"1,081",,,
