Code,Name,Geographic Level,City Class,Income Classification,Urban / Rural(based on 2015 POPCEN),POPULATION(2015 POPCEN),Notes,Capital,Old Name
153626065,Lumbac,Bgy,,,R,526,,,
153626067,Minanga,Bgy,,,R,361,,,
153626077,Lilod Tubok,Bgy,,,R,633,,,
153626078,Mariatao Datu,Bgy,,,R,642,,,
153626079,Pagalamatan Linuk,Bgy,,,R,765,,,
153626080,Pindolonan Mariatao Sarip,Bgy,,,R,609,,,
153627000,TARAKA,Mun,,4th,,"23,644",,,
153627003,Bandera Buisan,Bgy,,,R,343,,,
153627006,Boriongan,Bgy,,,R,407,,,
153627007,Borowa,Bgy,,,R,477,,,
153627008,Buadi Dingun,Bgy,,,R,583,,,
153627009,Buadi Amao,Bgy,,,R,430,,,
153627010,Buadi Amunta,Bgy,,,R,266,,,
153627011,Buadi Arorao,Bgy,,,R,366,,,
153627012,Buadi Atopa,Bgy,,,R,312,,,
153627013,Buadi Dayomangga,Bgy,,,R,624,,,
153627014,Buadi Ongcalo,Bgy,,,R,"1,508",,,
153627016,Bucalan,Bgy,,,R,451,,,
153627017,Cadayonan Bagumbayan,Bgy,,,R,"1,736",,,
153627018,Caramat,Bgy,,,R,448,,,
153627019,Carandangan Calopaan,Bgy,,,R,622,,,
153627021,Datu Ma-as,Bgy,,,R,384,,,
153627022,Dilabayan,Bgy,,,R,600,,,
153627024,Dimayon,Bgy,,,R,710,,,
153627028,Gapao Balindong,Bgy,,,R,409,,,
153627029,Ilian,Bgy,,,R,498,,,
153627035,Lumasa,Bgy,,,R,383,,,
153627036,Lumbac Bagoaingud,Bgy,,,R,401,,,
153627037,Lumbac Bubong Maindang,Bgy,,,R,411,,,
153627038,Lumbac Pitakus,Bgy,,,R,491,,,
153627042,Malungun,Bgy,,,R,457,,,
153627043,Maruhom,Bgy,,,R,526,,,
153627046,Masolun,Bgy,,,R,589,,,
153627047,Moriatao Loksa Datu,Bgy,,,R,"1,193",,,
153627049,Pagalamatan,Bgy,,,R,729,,,
153627050,Pindolonan,Bgy,,,R,515,,,
153627051,Pitakus,Bgy,,,R,614,,,
153627053,Ririk,Bgy,,,R,416,,,
153627055,Salipongan,Bgy,,,R,532,,,
153627056,Lumasa Proper (Salvador Concha),Bgy,,,R,378,,,
153627057,Sambolawan,Bgy,,,R,629,,,
153627058,Samporna Salamatollah,Bgy,,,R,418,,,
153627060,Somiorang Bandingun,Bgy,,,R,401,,,
153627061,Sigayan Proper,Bgy,,,R,438,,,
153627062,Sunggod,Bgy,,,R,543,,,
153627063,Sunding,Bgy,,,R,545,,,
153627064,Supangan,Bgy,,,R,617,,,
153627069,Tupa-an Buadiatupa,Bgy,,,R,297,,,
153627070,Buadi Amunud,Bgy,,,R,394,,,
153627071,Mangayao,Bgy,,,R,553,,,
153628000,TUBARAN,Mun,,4th,,"14,749",,,
153628001,Alog,Bgy,,,R,708,,,
153628006,Beta,Bgy,,,R,"1,375",,,
153628009,Poblacion (Buribid),Bgy,,,R,831,,,
153628012,Campo,Bgy,,,R,572,,,
153628015,Datumanong,Bgy,,,R,578,,,
153628016,Dinaigan,Bgy,,,R,502,,,
153628017,Guiarong,Bgy,,,R,629,,,
153628023,Mindamudag,Bgy,,,R,607,,,
153628030,Paigoay-Pimbataan,Bgy,,,R,703,,,
153628031,Polo,Bgy,,,R,809,,,
153628033,Riantaran,Bgy,,,R,585,,,
153628036,Tangcal,Bgy,,,R,"1,434",,,
153628037,Tubaran Proper,Bgy,,,R,608,,,
153628038,Wago,Bgy,,,R,430,,,
153628039,Bagiangun,Bgy,,,R,583,,,
153628040,Gadongan,Bgy,,,R,483,,,
153628041,Gaput,Bgy,,,R,525,,,
153628042,Madaya,Bgy,,,R,561,,,
153628043,Malaganding,Bgy,,,R,791,,,
153628046,Metadicop,Bgy,,,R,468,,,
153628047,Pagalamatan,Bgy,,,R,967,,,
153629000,TUGAYA,Mun,,5th,,"23,814",,,
153629001,Bagoaingud,Bgy,,,R,"1,284",,,
153629004,Bubong,Bgy,,,R,"1,090",,,
153629005,Buadi Alawang,Bgy,,,R,740,,,
153629006,Buadi Dico,Bgy,,,R,642,,,
153629010,Campong Talao,Bgy,,,R,"1,221",,,
153629011,Cayagan,Bgy,,,R,"1,456",,,
153629012,Dandanun,Bgy,,,R,692,,,
153629014,Dilimbayan,Bgy,,,R,"2,096",,,
153629016,Gurain,Bgy,,,R,860,,,
153629017,Poblacion (Ingud),Bgy,,,U,"1,586",,,
153629019,Lumbac,Bgy,,,R,816,,,
153629021,Maidan,Bgy,,,R,957,,,
153629022,Mapantao,Bgy,,,R,745,,,
153629025,Pagalamatan,Bgy,,,R,"1,023",,,
153629026,Pandiaranao,Bgy,,,R,"1,465",,,
153629027,Pindolonan I,Bgy,,,R,694,,,
153629028,Pindolonan II,Bgy,,,R,624,,,
153629030,Putad,Bgy,,,R,"1,095",,,
153629031,Raya,Bgy,,,R,"1,055",,,
153629034,Sugod I,Bgy,,,R,779,,,
153629036,Sugod Mawatan,Bgy,,,R,838,,,
153629037,Sumbaga Rogong,Bgy,,,R,"1,144",,,
153629038,Tangcal,Bgy,,,R,912,,,
153630000,WAO,Mun,,2nd,,"45,862",,,
153630001,Amoyong,Bgy,,,R,"1,435",,,
153630002,Balatin,Bgy,,,R,731,,,
153630003,Banga,Bgy,,,R,"1,539",,,
153630006,Buntongun,Bgy,,,R,"1,084",,,
153630007,Bo-ot,Bgy,,,R,"1,299",,,
153630009,Cebuano Group,Bgy,,,R,"1,705",,,
153630010,Christian Village,Bgy,,,R,"1,539",,,
153630011,Eastern Wao,Bgy,,,U,"2,940",,,
153630012,Extension Poblacion,Bgy,,,R,"2,313",,,
153630014,Gata,Bgy,,,R,"1,232",,,
153630016,Kabatangan,Bgy,,,R,"1,509",,,
153630017,Kadingilan,Bgy,,,R,"1,239",,,
153630019,Katutungan (Pob.),Bgy,,,R,"2,230",,,
153630021,Kilikili East,Bgy,,,R,"2,466",,,
153630022,Kilikili West,Bgy,,,R,"2,650",,,
153630025,Malaigang,Bgy,,,R,931,,,
153630026,Manila Group,Bgy,,,U,"2,814",,,
153630029,Milaya,Bgy,,,R,"2,078",,,
153630030,Mimbuaya,Bgy,,,R,953,,,
153630031,Muslim Village,Bgy,,,R,956,,,
153630033,Pagalongan,Bgy,,,R,"2,589",,,
153630034,Panang,Bgy,,,R,856,,,
153630035,Park Area (Pob.),Bgy,,,R,"3,728",,,
153630036,Pilintangan,Bgy,,,R,"1,872",,,
153630038,Serran Village,Bgy,,,R,677,,,
153630042,Western Wao (Pob.),Bgy,,,U,"2,497",,,
153631000,MAROGONG,Mun,,4th,,"21,319",,,
153631001,Balut,Bgy,,,R,839,,,
153631002,Bagumbayan,Bgy,,,R,842,,,
153631004,Bitayan,Bgy,,,R,525,,,
153631005,Bolawan,Bgy,,,R,"1,249",,,
153631006,Bonga,Bgy,,,R,548,,,
153631008,Cabasaran,Bgy,,,R,549,,,
153631009,Cahera,Bgy,,,R,"1,001",,,
153631010,Cairantang,Bgy,,,R,884,,,
153631011,Canibongan,Bgy,,,R,852,,,
153631012,Diragun,Bgy,,,R,567,,,
153631015,Mantailoco,Bgy,,,R,515,,,
153631016,Mapantao,Bgy,,,R,664,,,
153631017,Marogong East,Bgy,,,R,"1,461",,,
153631018,Marogong Proper (Pob.),Bgy,,,R,"3,466",,,
153631020,Mayaman,Bgy,,,R,783,,,
153631021,Pabrica,Bgy,,,R,719,,,
153631023,Paigoay Coda,Bgy,,,R,663,,,
153631024,Pasayanan,Bgy,,,R,614,,,
153631026,Piangologan,Bgy,,,R,"1,240",,,
153631027,Puracan,Bgy,,,R,375,,,
153631028,Romagondong,Bgy,,,R,979,,,
153631029,Sarang,Bgy,,,R,697,,,
153631031,Cadayonan,Bgy,,,R,626,,,
153631032,Calumbog,Bgy,,,R,661,,,
153632000,CALANOGAS,Mun,,5th,,"13,750",,,
153632004,Bubonga Ranao,Bgy,,,R,785,,,
153632008,Calalaoan (Pob.),Bgy,,,R,758,,,
153632015,Gas,Bgy,,,R,926,,,
153632018,Inudaran,Bgy,,,R,542,,,
153632019,Inoma,Bgy,,,R,678,,,
153632031,Luguna,Bgy,,,R,666,,,
153632038,Mimbalawag,Bgy,,,R,715,,,
153632041,Ngingir,Bgy,,,R,"1,203",,,
153632042,Pagalongan,Bgy,,,R,660,,,
153632043,Panggawalupa,Bgy,,,R,856,,,
153632044,Pantaon,Bgy,,,R,"1,235",,,
153632048,Piksan,Bgy,,,R,"1,190",,,
153632050,Pindolonan,Bgy,,,R,681,,,
153632052,Punud,Bgy,,,R,782,,,
153632054,Tagoranao,Bgy,,,R,753,,,
153632055,Taliboboka,Bgy,,,R,602,,,
153632056,Tambac,Bgy,,,R,718,,,
153633000,BUADIPOSO-BUNTONG,Mun,,4th,,"16,130",,,
153633001,Bacolod,Bgy,,,R,383,,,
153633003,Bangon,Bgy,,,R,419,,,
153633005,Buadiposo Lilod,Bgy,,,R,326,,,
153633006,Buadiposo Proper,Bgy,,,R,426,,,
153633007,Bubong,Bgy,,,R,840,,,
153633008,Buntong Proper,Bgy,,,R,599,,,
153633009,Cadayonan,Bgy,,,R,227,,,
153633010,Dansalan,Bgy,,,R,311,,,
153633011,Gata,Bgy,,,R,"1,189",,,
153633013,Kalakala,Bgy,,,R,628,,,
153633014,Katogonan,Bgy,,,R,506,,,
153633015,Lumbac,Bgy,,,R,707,,,
153633017,Lumbatan Manacab,Bgy,,,R,385,,,
153633018,Lumbatan Pataingud,Bgy,,,R,465,,,
153633019,Manacab (Pob.),Bgy,,,R,619,,,
153633020,Minanga (Buntong),Bgy,,,R,282,,,
153633021,Paling,Bgy,,,R,659,,,
153633022,Pindolonan,Bgy,,,R,620,,,
153633023,Pualas,Bgy,,,R,543,,,
153633025,Buadiposo Raya,Bgy,,,R,385,,,
153633026,Sapot,Bgy,,,R,576,,,
153633029,Tangcal,Bgy,,,R,465,,,
153633030,Tarik,Bgy,,,R,502,,,
153633031,Tuka,Bgy,,,R,478,,,
153633033,Bangon Proper,Bgy,,,R,461,,,
153633035,Raya Buntong (Buntong East),Bgy,,,R,730,,,
153633037,Lunduban (Ragondingan),Bgy,,,R,258,,,
153633038,Ragondingan East,Bgy,,,R,431,,,
153633039,Ragondingan Proper,Bgy,,,R,287,,,
153633040,Ragondingan West,Bgy,,,R,287,,,
153633042,Boto Ragondingan,Bgy,,,R,473,,,
153633043,Datu Tambara,Bgy,,,R,259,,,
153633044,Dirisan,Bgy,,,R,404,,,
153634000,MAGUING,Mun,,2nd,,"24,531",,,
153634001,Agagan,Bgy,,,R,603,,,
153634003,Balagunun,Bgy,,,R,776,,,
153634004,Bolao,Bgy,,,R,"1,082",,,
153634005,Balawag,Bgy,,,R,451,,,
153634006,Balintao,Bgy,,,R,936,,,
153634007,Borocot,Bgy,,,R,518,,,
153634008,Bato-bato,Bgy,,,R,"2,103",,,
153634009,Borrowa,Bgy,,,R,379,,,
153634011,Buadiangkay,Bgy,,,R,677,,,
153634013,Bubong Bayabao,Bgy,,,R,725,,,
153634014,Botud,Bgy,,,R,844,,,
153634015,Camalig,Bgy,,,R,720,,,
153634016,Cambong,Bgy,,,R,366,,,
153634019,Dilausan (Pob.),Bgy,,,R,701,,,
153634020,Dilimbayan,Bgy,,,R,695,,,
153634024,Ilalag,Bgy,,,R,684,,,
153634025,Kianodan,Bgy,,,R,607,,,
153634028,Lumbac,Bgy,,,R,503,,,
153634030,Madanding,Bgy,,,R,618,,,
153634031,Madaya,Bgy,,,R,"1,192",,,
153634032,Maguing Proper,Bgy,,,R,"1,238",,,
153634033,Malungun,Bgy,,,R,"1,098",,,
153634037,Pagalongan,Bgy,,,R,751,,,
153634038,Panayangan,Bgy,,,R,347,,,
153634041,Pilimoknan,Bgy,,,R,628,,,
153634045,Ragayan (Rungayan),Bgy,,,R,466,,,
153634048,Lilod Maguing,Bgy,,,R,617,,,
153634051,Bubong,Bgy,,,R,530,,,
153634052,Lilod Borocot,Bgy,,,R,500,,,
153634053,Malungun Borocot,Bgy,,,R,727,,,
153634054,Malungun Pagalongan,Bgy,,,R,345,,,
153634055,Sabala Dilausan,Bgy,,,R,773,,,
153634056,Lumbac-Dimarao,Bgy,,,R,594,,,
153634057,Pindolonan,Bgy,,,R,737,,,
153635000,PICONG (SULTAN GUMANDER),Mun,,4th*,,"16,615",,,
153635004,Bara-as,Bgy,,,U,"1,531",,,
153635007,Biasong,Bgy,,,R,595,,,
153635009,Bulangos,Bgy,,,R,866,,,
153635015,Durian,Bgy,,,R,826,,,
153635016,Ilian,Bgy,,,R,597,,,
153635024,Liangan (Pob.),Bgy,,,R,"1,023",,,
153635028,Maganding,Bgy,,,R,"1,467",,,
153635029,Maladi,Bgy,,,R,"1,446",,,
153635035,Mapantao,Bgy,,,R,973,,,
153635037,Micalubo,Bgy,,,R,844,,,
153635041,Pindolonan,Bgy,,,R,601,,,
153635042,Punong,Bgy,,,R,894,,,
153635043,Ramitan,Bgy,,,R,726,,,
153635049,Torogan,Bgy,,,R,447,,,
153635050,Tual,Bgy,,,R,592,,,
153635052,Tuca,Bgy,,,R,916,,,
153635053,Ubanoban,Bgy,,,R,"1,156",,,
153635054,Anas,Bgy,,,R,560,,,
153635061,Mimbalawag,Bgy,,,R,555,,,
153636000,LUMBAYANAGUE,Mun,,4th,,"16,372",,,
153636004,Bagoaingud,Bgy,,,R,613,,,
153636005,Balaigay,Bgy,,,R,"1,560",,,
153636007,Bualan,Bgy,,,R,696,,,
153636008,Cadingilan,Bgy,,,U,514,,,
153636009,Casalayan,Bgy,,,R,695,,,
153636010,Dala (Dalama),Bgy,,,U,609,,,
153636012,Dilimbayan,Bgy,,,R,686,,,
153636013,Cabuntungan,Bgy,,,R,666,,,
153636014,Lamin,Bgy,,,U,644,,,
153636015,Diromoyod,Bgy,,,U,620,,,
153636017,Kabasaran (Pob.),Bgy,,,U,"1,160",,,
153636018,Nanagun,Bgy,,,U,898,,,
153636019,Mapantao-Balangas,Bgy,,,R,600,,,
153636020,Miniros,Bgy,,,R,882,,,
153636022,Pantaon,Bgy,,,R,644,,,
153636023,Pindolonan,Bgy,,,R,510,,,
153636025,Pitatanglan,Bgy,,,R,843,,,
153636026,Poctan,Bgy,,,R,520,,,
153636030,Singcara,Bgy,,,U,"1,085",,,
153636033,Wago,Bgy,,,R,744,,,
153636035,Cadayonan,Bgy,,,U,712,,,
153636036,Cadingilan A,Bgy,,,R,471,,,
153637000,AMAI MANABILANG (BUMBARAN),Mun,,3rd,,"10,401",,,
153637001,Poblacion (Apartfort),Bgy,,,R,758,,,
153637002,Bagumbayan,Bgy,,,R,564,,,
153637003,Bandara-Ingud,Bgy,,,R,251,,,
153637005,Comara,Bgy,,,R,802,,,
153637006,Frankfort,Bgy,,,R,"1,416",,,
153637008,Lambanogan,Bgy,,,R,449,,,
153637009,Lico,Bgy,,,R,517,,,
153637010,Mansilano,Bgy,,,R,562,,,
153637012,Natangcopan,Bgy,,,R,600,,,
153637013,Pagonayan,Bgy,,,R,604,,,
153637014,Pagalamatan,Bgy,,,R,833,,,
153637015,Piagma,Bgy,,,R,262,,,
153637016,Punud,Bgy,,,R,710,,,
153637017,Ranao-Baning,Bgy,,,R,498,,,
153637018,Salam,Bgy,,,R,428,,,
153637019,Sagua-an,Bgy,,,R,416,,,
153637021,Sumugot,Bgy,,,R,731,,,
153638000,TAGOLOAN II,Mun,,4th,,"11,169",,,
153638002,Bantalan,Bgy,,,R,496,,,
153638004,Bayog,Bgy,,,R,539,,,
153638005,Cadayonan,Bgy,,,R,545,,,
153638006,Dagonalan,Bgy,,,R,460,,,
153638007,Dimalama,Bgy,,,R,581,,,
153638009,Gayakay,Bgy,,,R,501,,,
153638012,Inodaran,Bgy,,,R,505,,,
153638013,Kalilangan,Bgy,,,R,476,,,
153638015,Kianibong,Bgy,,,R,515,,,
153638017,Kingan,Bgy,,,R,538,,,
153638018,Kitaon,Bgy,,,R,374,,,
153638024,Bagoaingud,Bgy,,,R,695,,,
153638025,Malinao,Bgy,,,R,612,,,
153638026,Malingon,Bgy,,,R,912,,,
153638027,Mama-an Pagalongan,Bgy,,,R,524,,,
153638029,Marawi,Bgy,,,R,424,,,
153638030,Maimbaguiang,Bgy,,,R,"1,110",,,
153638041,Sigayan,Bgy,,,R,551,,,
153638042,Tagoloan Poblacion,Bgy,,,R,811,,,
153639000,KAPATAGAN,Mun,,4th,,"15,521",,,
153639001,Bakikis,Bgy,,,R,894,,,
153639002,Barao,Bgy,,,R,720,,,
153639003,Bongabong,Bgy,,,R,"1,227",,,
153639004,Daguan,Bgy,,,U,"2,231",,,
153639005,Inudaran,Bgy,,,R,747,,,
153639006,Kabaniakawan,Bgy,,,R,538,,,
153639007,Kapatagan,Bgy,,,R,"1,391",,,
153639008,Lusain,Bgy,,,R,950,,,
153639009,Matimos,Bgy,,,R,609,,,
153639010,Minimao,Bgy,,,R,"1,175",,,
153639011,Pinantao,Bgy,,,R,"1,515",,,
153639012,Salaman,Bgy,,,R,"1,425",,,
153639013,Sigayan,Bgy,,,R,865,,,
153639014,Tabuan,Bgy,,,R,668,,,
153639015,Upper Igabay,Bgy,,,R,566,,,
153640000,SULTAN DUMALONDONG,Mun,,6th*,,"11,298",,,
153640001,Bacayawan,Bgy,,,R,"2,536",,,
153640002,Buta (Sumalindao),Bgy,,,R,"1,353",,,
153640003,Dinganun Guilopa (Dingunun),Bgy,,,R,"1,646",,,
153640004,Lumbac,Bgy,,,U,"1,308",,,
153640005,Malalis,Bgy,,,R,"2,335",,,
153640006,Pagalongan,Bgy,,,R,"1,092",,,
153640007,Tagoranao,Bgy,,,R,"1,028",,,
153641000,LUMBACA-UNAYAN,Mun,,-,,"7,260",,,
153641001,Bangon (Dilausan),Bgy,,,R,928,,,
153641002,Beta,Bgy,,,R,840,,,
153641003,Calalon,Bgy,,,R,663,,,
153641004,Calipapa,Bgy,,,R,707,,,
153641005,Dilausan,Bgy,,,R,"1,110",,,
153641006,Dimapaok,Bgy,,,R,837,,,
153641007,Lumbac Dilausan,Bgy,,,R,504,,,
153641008,Oriental Beta,Bgy,,,R,"1,115",,,
153641009,Tringun,Bgy,,,R,556,,,
153800000,MAGUINDANAO,Prov,,1st,,"1,173,933",Population excluding COTOBATO CITY,,
153801000,AMPATUAN,Mun,,4th,,"24,801",,,
153801004,Dicalongan (Pob.),Bgy,,,R,"4,243",,,
153801011,Kakal,Bgy,,,R,"1,537",,,
153801012,Kamasi,Bgy,,,R,"2,738",,,
153801014,Kapinpilan,Bgy,,,R,"1,915",,,
153801015,Kauran,Bgy,,,U,"5,001",,,
153801018,Malatimon,Bgy,,,R,"1,361",,,
153801022,Matagabong,Bgy,,,R,881,,,
153801028,Saniag,Bgy,,,R,"1,158",,,
153801031,Tomicor,Bgy,,,R,"1,076",,,
153801032,Tubak,Bgy,,,R,902,,,
153801035,Salman,Bgy,,,R,"3,989",,,
153802000,BULDON,Mun,,4th*,,"35,282",,,
153802001,Ampuan,Bgy,,,R,"1,099",,,
153802002,Aratuc,Bgy,,,R,"1,079",,,
153802005,Cabayuan,Bgy,,,R,"2,314",,,
153802007,Calaan (Pob.),Bgy,,,R,"3,998",,,
153802008,Karim,Bgy,,,R,"3,803",,,
153802009,Dinganen,Bgy,,,R,"3,966",,,
153802011,Edcor (Gallego Edcor),Bgy,,,R,"2,555",,,
153802012,Kulimpang,Bgy,,,R,"2,277",,,
153802017,Mataya,Bgy,,,R,"2,925",,,
153802018,Minabay,Bgy,,,R,"2,134",,,
153802020,Nuyo,Bgy,,,R,"2,279",,,
153802021,Oring,Bgy,,,R,"1,819",,,
153802022,Pantawan,Bgy,,,R,"1,782",,,
153802023,Piers,Bgy,,,R,"1,278",,,
153802025,Rumidas,Bgy,,,R,"1,974",,,
153803000,BULUAN,Mun,,4th*,,"50,008",,,
153803008,Digal,Bgy,,,U,"7,690",,,
153803023,Lower Siling,Bgy,,,R,"1,488",,,
153803030,Maslabeng,Bgy,,,U,"8,940",,,
153803039,Poblacion,Bgy,,,U,"25,370",,,
153803040,Popol,Bgy,,,R,"1,904",,,
153803045,Talitay,Bgy,,,R,"2,408",,,
153803054,Upper Siling,Bgy,,,R,"2,208",,,
153805000,DATU PAGLAS,Mun,,4th,,"28,387",,,
153805001,Alip (Pob.),Bgy,,,U,"1,740",,,
153805003,Damawato,Bgy,,,R,"2,009",,,
153805004,Katil,Bgy,,,R,831,,,
153805006,Malala,Bgy,,,R,"1,088",,,
153805007,Mangadeg,Bgy,,,R,"1,008",,,
153805008,Manindolo,Bgy,,,R,"1,041",,,
153805010,Puya,Bgy,,,R,705,,,
153805011,Sepaka,Bgy,,,R,"1,257",,,
153805013,Lomoyon,Bgy,,,R,"1,033",,,
153805014,Kalumenga (Kalumanga),Bgy,,,R,956,,,
153805015,Palao sa Buto,Bgy,,,R,"1,004",,,
153805016,Damalusay,Bgy,,,R,"1,288",,,
153805017,Bonawan,Bgy,,,R,830,,,
153805018,Bulod,Bgy,,,R,997,,,
153805019,Datang,Bgy,,,R,"1,522",,,
153805020,Elbebe,Bgy,,,R,556,,,
153805021,Lipao,Bgy,,,R,914,,,
153805022,Madidis,Bgy,,,R,"1,365",,,
153805023,Makat,Bgy,,,R,762,,,
153805024,Mao,Bgy,,,R,712,,,
153805025,Napok,Bgy,,,R,914,,,
153805026,Poblacion,Bgy,,,U,"4,985",,,
153805027,Salendab,Bgy,,,R,870,,,
153806000,DATU PIANG,Mun,,2nd,,"25,600",,,
153806001,Alonganan,Bgy,,,R,837,,,
153806002,Ambadao,Bgy,,,R,557,,,
153806005,Balanakan,Bgy,,,R,921,,,
153806006,Balong,Bgy,,,R,654,,,
153806008,Buayan,Bgy,,,R,"3,207",,,
153806010,Dado,Bgy,,,R,"1,085",,,
153806011,Damabalas,Bgy,,,R,402,,,
153806015,Duaminanga,Bgy,,,R,"1,513",,,
153806021,Kalipapa,Bgy,,,R,752,,,
153806025,Liong,Bgy,,,R,507,,,
153806028,Magaslong,Bgy,,,R,881,,,
153806029,Masigay,Bgy,,,R,554,,,
153806030,Montay,Bgy,,,R,512,,,
153806034,Poblacion (Dulawan),Bgy,,,U,"9,463",,,
153806035,Reina Regente,Bgy,,,R,"1,049",,,
153806039,Kanguan,Bgy,,,R,"2,706",,,
153807000,DATU ODIN SINSUAT (DINAIG),Mun,,2nd,,"99,210",,,
153807001,Ambolodto,Bgy,,,R,"1,392",,,
153807002,Awang,Bgy,,,U,"11,897",,,
153807003,Badak,Bgy,,,R,"1,722",,,
153807004,Bagoenged,Bgy,,,R,"2,056",,,
153807005,Baka,Bgy,,,R,"2,775",,,
153807006,Benolen,Bgy,,,R,"1,720",,,
153807007,Bitu,Bgy,,,R,"1,285",,,
153807008,Bongued,Bgy,,,R,"1,838",,,
153807009,Bugawas,Bgy,,,R,"1,942",,,
153807010,Capiton,Bgy,,,R,"2,897",,,
153807011,Dados,Bgy,,,R,"2,087",,,
153807013,Dalican Poblacion,Bgy,,,U,"14,094",,,
153807014,Dinaig Proper,Bgy,,,R,"3,947",,,
153807015,Dulangan,Bgy,,,R,950,,,
153807017,Kakar,Bgy,,,R,491,,,
153807018,Kenebeka,Bgy,,,R,"1,262",,,
153807019,Kurintem,Bgy,,,R,"3,229",,,
153807020,Kusiong,Bgy,,,R,"1,499",,,
153807021,Labungan,Bgy,,,R,"2,712",,,
153807022,Linek,Bgy,,,R,"1,929",,,
153807023,Makir,Bgy,,,R,"3,974",,,
153807024,Margues,Bgy,,,R,"1,678",,,
153807025,Nekitan,Bgy,,,R,"1,885",,,
153807026,Mompong,Bgy,,,R,"1,494",,,
153807027,Sapalan,Bgy,,,R,"1,321",,,
153807028,Semba,Bgy,,,U,"5,988",,,
153807029,Sibuto,Bgy,,,R,"1,310",,,
153807030,Sifaren (Sifaran),Bgy,,,R,"1,239",,,
153807031,Tambak,Bgy,,,R,893,,,
153807032,Tamontaka,Bgy,,,U,"10,058",,,
153807033,Tanuel,Bgy,,,R,"1,637",,,
153807034,Tapian,Bgy,,,R,"2,167",,,
153807035,Taviran,Bgy,,,R,"2,650",,,
153807036,Tenonggos,Bgy,,,R,"1,192",,,
153808000,SHARIFF AGUAK (MAGANOY),Mun,,2nd,,"31,692",,Yes,
153808002,Bagong,Bgy,,,R,"2,081",,,
153808004,Bialong,Bgy,,,R,"1,981",,,
153808011,Kuloy,Bgy,,,R,"1,163",,,
153808012,Labu-labu,Bgy,,,U,"5,239",,,
153808013,Lapok (Lepok),Bgy,,,R,"1,207",,,
153808023,Malingao,Bgy,,,R,872,,,
153808034,Poblacion,Bgy,,,U,"7,010",,,
153808037,Satan,Bgy,,,R,"2,320",,,
153808038,Tapikan,Bgy,,,R,804,,,
153808039,Timbangan,Bgy,,,R,"2,055",,,
153808040,Tina,Bgy,,,R,"1,203",,,
153808046,Poblacion I,Bgy,,,R,"3,280",,,
153808047,Poblacion II,Bgy,,,R,"2,477",,,
153809000,MATANOG,Mun,,4th,,"29,770",,,
153809001,Bayanga Norte,Bgy,,,R,"2,306",,,
153809002,Bayanga Sur,Bgy,,,R,"3,645",,,
153809003,Bugasan Norte,Bgy,,,R,"4,088",,,
153809004,Bugasan Sur (Pob.),Bgy,,,U,"6,412",,,
153809005,Kidama,Bgy,,,R,"1,931",,,
153809007,Sapad,Bgy,,,U,"6,041",,,
153809008,Langco,Bgy,,,R,"2,485",,,
153809009,Langkong,Bgy,,,R,"2,862",,,
153810000,PAGALUNGAN,Mun,,1st,,"39,653",,,
153810001,Bagoenged,Bgy,,,R,"2,643",,,
153810004,Buliok,Bgy,,,R,"3,795",,,
153810006,Damalasak,Bgy,,,R,"2,549",,,
153810008,Galakit,Bgy,,,R,"2,030",,,
153810009,Inug-ug,Bgy,,,R,"1,951",,,
153810010,Kalbugan,Bgy,,,R,"4,244",,,
153810013,Kilangan,Bgy,,,R,"3,715",,,
153810014,Kudal,Bgy,,,R,"1,733",,,
153810015,Layog,Bgy,,,R,"3,886",,,
153810017,Linandangan,Bgy,,,R,"2,369",,,
153810021,Poblacion,Bgy,,,U,"9,285",,,
153810025,Dalgan,Bgy,,,R,"1,453",,,
153811000,PARANG,Mun,,1st*,,"89,194",,,
153811008,Gadungan,Bgy,,,R,"1,547",,,
153811009,Gumagadong Calawag,Bgy,,,R,"1,513",,,
153811010,Guiday T. Biruar,Bgy,,,R,"3,515",,,
153811012,Landasan (Sarmiento),Bgy,,,U,"16,971",,,
153811013,Limbayan,Bgy,,,R,"2,233",,,
153811014,Bongo Island (Litayen),Bgy,,,R,"3,421",,,
153811015,Magsaysay,Bgy,,,R,"4,393",,,
153811016,Making,Bgy,,,U,"5,989",,,
153811017,Nituan,Bgy,,,R,"3,764",,,
153811018,Orandang,Bgy,,,R,"1,330",,,
153811019,Pinantao,Bgy,,,R,"2,081",,,
153811020,Poblacion,Bgy,,,U,"11,980",,,
153811021,Polloc,Bgy,,,U,"5,161",,,
153811023,Tagudtongan,Bgy,,,R,"1,738",,,
153811024,Tuca-Maror,Bgy,,,R,"1,931",,,
153811025,Manion,Bgy,,,R,"1,941",,,
153811026,Macasandag,Bgy,,,R,"1,837",,,
153811027,Cotongan,Bgy,,,R,"1,537",,,
153811028,Poblacion II,Bgy,,,U,"9,835",,,
153811029,Samberen,Bgy,,,R,668,,,
153811030,Kabuan,Bgy,,,R,"1,278",,,
153811031,Campo Islam,Bgy,,,R,"1,837",,,
153811032,Datu Macarimbang Biruar,Bgy,,,R,"1,406",,,
153811033,Gadunganpedpandaran,Bgy,,,R,521,,,
153811034,Moro Point,Bgy,,,R,767,,,
153812000,SULTAN KUDARAT (NULING),Mun,,1st,,"95,201",,,
153812001,Alamada,Bgy,,,R,"1,584",,,
153812003,Banatin,Bgy,,,R,"1,886",,,
